FAUX;Johannes G. jun.;Geel;m;SG;CE;;Membre;Parti radical-démocratique suisse;1931-03-01;1896-12-08;
FAUX;Johannes G. sen.;Geel;m;SG;CN;Gauche;Membre;Libéral;1875-12-06;1872-06-02;
FAUX;Paul;Gehler;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Union Démocratique du Centre;1979-03-01;1971-11-29;
FAUX;Jean-Paul;Gehler;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;1987-11-29;1979-03-05;
FAUX;Alfred;Gehrig;m;GE;CN;Groupe indépendant;Membre;Alliance des Indépendants;1971-11-28;1967-12-04;
FAUX;Joh. Rudolf;Geigy;m;BS;CN;Centre;Membre;Juste milieu/Zentrum (BS);1887-12-05;1878-12-03;
FAUX;Rudolf;Geilinger;m;ZH;CN;;Membre;Démocrates;1911-01-23;1884-03-11;
FAUX;Rudolf;Geilinger;m;ZH;CN;;Membre;Démocrates;1911-01-23;1884-03-11;
FAUX;Rudolf;Geilinger;m;ZH;CN;;Président(e);Démocrates;1911-01-23;1884-03-11;
FAUX;Barbara;Geiser;f;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1999-12-05;1998-12-16;
FAUX;Henri;Geiser;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1971-11-28;1959-12-07;
FAUX;Gottlieb;Geissbühler;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;1987-11-29;1979-11-26;
FAUX;Fritz;Geissbühler;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1967-12-03;1957-12-02;
FAUX;Andrea Martina;Geissbühler;f;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Andrea Martina;Geissbühler;f;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2015-11-29;2011-12-05;
FAUX;Karl;Geissbühler;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1951-12-02;1947-12-01;
VRAI;Andrea Martina;Geissbühler;f;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2015-11-30;
FAUX;Karl;Geissbühler;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1967-12-03;1952-01-28;
FAUX;Rudolf Arnold;Gelpke;m;BS;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Fortschrittspartei;1935-12-01;1917-03-19;
FAUX;Rudolf Arnold;Gelpke;m;BS;CN;Non inscrit;Membre;Fortschrittspartei;1935-12-01;1917-03-19;
FAUX;Paul;Gemperli;m;SG;CE;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1999-12-05;1991-11-25;
FAUX;Albert;Gemperli;m;SG;CN;Groupe conservateur-catholique;Membre;Conservateurs;1963-12-01;1947-12-01;
FAUX;Paul;Gemperli;m;SG;CE;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1999-12-05;1991-11-25;
FAUX;Gabriele;Gendotti;m;TI;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2000-08-22;1999-12-06;
FAUX;Frédéric-J.;Gendre;m;FR;CE;;Membre;Conservateurs;1868-05-02;1860-07-09;
FAUX;Henri;Gendre;m;FR;CN;Groupe conservateur-catholique;Membre;Conservateurs;1959-12-06;1954-03-15;
VRAI;Benoît;Genecand;m;GE;CN;Groupe libéral-radical;Membre;PLR.Les Libéraux-Radicaux;;2015-11-30;
FAUX;Luigi;Generali;m;TI;CE;Groupe radical-libéral;Membre;Libéral;1983-11-27;1979-11-26;
FAUX;Luigi;Generali;m;TI;CN;Groupe radical-démocratique;Membre;Libéral;1979-11-25;1971-11-29;
FAUX;Florian;Gengel;m;GR;CE;Gauche démocratique;Président(e);Parti radical-démocratique suisse;1879-12-02;1874-07-02;
FAUX;Florian;Gengel;m;GR;CE;Gauche démocratique;Membre;Parti radical-démocratique suisse;1879-12-02;1874-07-02;
FAUX;Florian;Gengel;m;GR;CE;Gauche démocratique;Membre;Parti radical-démocratique suisse;1879-12-02;1874-07-02;
FAUX;Ruth;Genner;f;ZH;CN;Groupe des Verts;Membre;Parti écologiste suisse;2007-12-02;2003-12-01;
FAUX;Ruth;Genner;f;ZH;CN;Groupe écologiste;Membre;Parti écologiste suisse;2003-11-30;1998-04-27;
FAUX;Ruth;Genner;f;ZH;CN;Groupe des Verts;Membre;Parti écologiste suisse;2008-09-14;2007-12-03;
FAUX;Guy;Genoud;m;VS;CE;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1987-04-19;1975-12-01;
FAUX;Oscar;Genoud;m;FR;CN;Groupe conservateur-catholique;Membre;Conservateurs;1925-12-06;1918-06-03;
FAUX;Paul;Genoud;m;FR;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1966-09-01;1963-12-02;
FAUX;Pierre-Alain;Gentil;m;JU;CE;Groupe socialiste;Vice-président(e);Parti socialiste suisse;2003-11-30;1995-12-04;
FAUX;Pierre-Alain;Gentil;m;JU;CE;Groupe socialiste;Vice-président(e);Parti socialiste suisse;2007-12-02;2003-12-01;
FAUX;Pierre-Alain;Gentil;m;JU;CE;Groupe socialiste;Membre;Parti socialiste suisse;2007-12-02;2003-12-01;
FAUX;Alfred P. W.;Georg;m;GE;CN;;Membre;Parti libéral suisse;1911-12-03;1907-06-03;
FAUX;Peter;Gerber;m;BE;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;1987-11-29;1979-11-26;
FAUX;Jean-René;Germanier;m;VS;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2011-12-04;2007-12-03;
FAUX;Jean-René;Germanier;m;VS;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2007-12-02;2003-12-01;
FAUX;André;Germanier;m;VS;CN;Groupe conservateur-catholique;Membre;Conservateurs;1937-12-01;1928-12-03;
FAUX;Francis;Germanier;m;VS;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1951-12-02;1947-12-01;
FAUX;Jean-René;Germanier;m;VS;CN;Groupe libéral-radical;Membre;PLR.Les Libéraux-Radicaux;2015-11-29;2011-12-05;
FAUX;Francis;Germanier;m;VS;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1967-12-03;1955-12-05;
FAUX;Adolf;Germann;m;TG;CN;;Membre;Parti radical-démocratique suisse;1914-06-01;1896-03-17;
FAUX;Hannes;Germann;m;SH;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
VRAI;Hannes;Germann;m;SH;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2015-11-30;
FAUX;Adolf;Germann;m;TG;CN;;Président(e);Parti radical-démocratique suisse;1914-06-01;1896-03-17;
FAUX;Adolf;Germann;m;TG;CN;;Membre;Parti radical-démocratique suisse;1914-06-01;1896-03-17;
FAUX;Hannes;Germann;m;SH;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Hannes;Germann;m;SH;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2015-11-29;2011-12-05;
FAUX;Hannes;Germann;m;SH;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2003-11-30;2002-09-16;
FAUX;Walter;Gerosa;m;SG;CN;Groupe indépendant;Membre;Alliance des Indépendants;1971-11-28;1963-12-02;
FAUX;Andreas;Gerwig;m;BS;CN;Groupe socialiste;Membre;Parti socialiste suisse;1983-11-27;1967-09-19;
FAUX;Albert;Geser;m;SG;CN;Groupe conservateur-catholique;Membre;Conservateurs;1935-03-31;1933-12-19;
FAUX;Johann Ulrich;Gfeller;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1866-12-03;1851-12-02;
FAUX;Hans;Gfeller;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1963-12-01;1935-12-02;
FAUX;Arnold;Gfeller;m;BS;CN;Groupe indépendant;Membre;Alliance des Indépendants;1943-12-05;1939-12-04;
FAUX;Arnold;Gfeller;m;BS;CN;Groupe indépendant;Membre;Alliance des Indépendants;1959-03-01;1951-12-03;
FAUX;Ugo;Gianella;m;TI;CN;Groupe conservateur-catholique sociale;Membre;Parti conservateur chrétien-social;1972-10-26;1963-12-02;
FAUX;Ulrich;Giezendanner;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Ulrich;Giezendanner;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2015-11-29;2011-12-05;
VRAI;Ulrich;Giezendanner;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2015-11-30;
FAUX;Ulrich;Giezendanner;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;;2003-11-30;1995-12-04;
FAUX;Ulrich;Giezendanner;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
FAUX;Ulrich;Giezendanner;m;AG;CN;Groupe du Parti suisse de la liberté;Membre;;2003-11-30;1995-12-04;
FAUX;Ulrich;Giezendanner;m;AG;CN;Groupe du parti des automobilistes;Membre;;1995-12-03;1991-11-25;
FAUX;Titus;Giger;m;SG;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1995-12-03;1983-11-28;
FAUX;Yvonne;Gilli;f;SG;CN;Groupe des Verts;Membre;Parti écologiste suisse;2015-11-29;2011-12-05;
FAUX;Yvonne;Gilli;f;SG;CN;Groupe des Verts;Membre;Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Fritz;Giovanoli;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1963-12-01;1955-12-05;
FAUX;Fritz;Giovanoli;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1946-06-01;1943-12-06;
FAUX;Fritz;Giovanoli;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1939-12-03;1938-09-20;
FAUX;Gertrude;Girard;f;VD;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1983-11-27;1974-06-10;
FAUX;Ami;Girard;m;NE;CN;Gauche;Membre;Parti radical-démocratique suisse;1869-12-06;1860-12-04;
FAUX;Joseph;Girard;m;GE;CN;;Membre;Parti radical-démocratique suisse;1851-12-01;1848-11-07;
FAUX;Julien;Girard;m;NE;CN;Groupe libéral-démocratique;Membre;Parti libéral suisse;1947-11-30;1946-10-17;
FAUX;Joseph;Girard;m;GE;CE;;Membre;Parti radical-démocratique suisse;1854-10-02;1854-01-10;
FAUX;Lise;Girardin;f;GE;CE;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1975-11-30;1971-11-29;
FAUX;Eugène;Girod;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1925-12-06;1922-12-04;
FAUX;Charles-Amédée;Girod;m;GE;CE;Inconnu;Membre;Indéfinissable;1872-12-02;1872-11-02;
FAUX;Bastien;Girod;m;ZH;CN;Groupe des Verts;Membre;Parti écologiste suisse;2015-11-29;2011-12-05;
VRAI;Bastien;Girod;m;ZH;CN;Groupe des Verts;Membre;Parti écologiste suisse;;2015-11-30;
FAUX;Bastien;Girod;m;ZH;CN;Groupe des Verts;Membre;Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Emile;Giroud;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1951-12-02;1943-12-06;
FAUX;Emile;Giroud;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1963-03-16;1955-12-05;
FAUX;Joseph;Gisi;m;SO;CN;;Membre;Parti radical-démocratique suisse;1902-02-27;1887-12-06;
FAUX;Valentin;Gitermann;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1965-06-21;1944-03-21;
FAUX;Luciano;Giudici;m;TI;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1987-11-29;1983-11-28;
FAUX;Ida;Glanzmann-Hunkeler;f;LU;CN;Groupe PDC/PEV/PVL;Membre;Parti démocrate-chrétien suisse;2011-12-04;2007-12-03;
VRAI;Ida;Glanzmann-Hunkeler;f;LU;CN;Groupe PDC;Membre;Parti démocrate-chrétien suisse;;2015-11-30;
FAUX;Ida;Glanzmann-Hunkeler;f;LU;CN;Groupe PDC-PEV;Membre;Parti démocrate-chrétien suisse;2015-11-29;2011-12-05;
FAUX;Ida;Glanzmann-Hunkeler;f;LU;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2007-12-02;2006-09-18;
VRAI;Andreas;Glarner;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2015-11-30;
FAUX;Jacques;Glarner;m;GL;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1970-09-01;1959-12-07;
FAUX;Nicolas-L.;Glasson;m;FR;CN;Gauche;Membre;Parti radical-démocratique suisse;1854-12-04;1848-11-07;
FAUX;Gérard;Glasson;m;FR;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1975-11-30;1966-09-26;
FAUX;Nicolas-L.;Glasson;m;FR;CE;;Membre;Parti radical-démocratique suisse;1857-12-07;1854-12-05;
FAUX;Jean-Paul;Glasson;m;FR;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2003-11-30;1999-12-06;
FAUX;James;Glasson;m;FR;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1943-12-05;1935-12-02;
FAUX;Pierre;Glasson;m;FR;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1948-03-01;1947-12-01;
FAUX;Jean-Paul;Glasson;m;FR;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2007-12-02;2003-12-01;
FAUX;Pierre;Glasson;m;FR;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1971-11-28;1951-12-03;
FAUX;Karl;Glatthard;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1971-11-28;1967-12-04;
FAUX;Balthasar;Glättli;m;ZH;CN;Groupe des Verts;Président(e);Parti écologiste suisse;2015-11-29;2011-12-05;
FAUX;Balthasar;Glättli;m;ZH;CN;Groupe des Verts;Membre;Parti écologiste suisse;2015-11-29;2011-12-05;
VRAI;Balthasar;Glättli;m;ZH;CN;Groupe des Verts;Président(e);Parti écologiste suisse;;2015-11-30;
FAUX;Alice;Glauser-Zufferey;f;VD;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Alice;Glauser-Zufferey;f;VD;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2016-02-29;
FAUX;Jean-Philippe;Gloor;m;VD;CN;Groupe socialiste;Membre;Parti socialiste suisse;1987-11-29;1975-12-01;
FAUX;Adolf;Gloor;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;1944-06-04;1939-12-04;
FAUX;Ernest;Gloor;m;VD;CN;Groupe socialiste;Membre;Parti socialiste suisse;1941-06-12;1931-12-01;
FAUX;Walter;Gloor;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;1967-12-03;1958-12-01;
FAUX;Walter;Glur;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2003-11-30;1999-12-06;
FAUX;Walter;Glur;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Walter;Glur;m;AG;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
FAUX;Josef Anton;Glutz;m;SO;CN;;Membre;Conservateurs;1899-04-24;1896-12-08;
FAUX;Dominik;Gmür;m;SG;CN;Gauche;Membre;Parti radical-démocratique suisse;1851-12-01;1848-11-07;
FAUX;Alois;Gmür;m;SZ;CN;Groupe PDC-PEV;Membre;Parti démocrate-chrétien suisse;2015-11-29;2011-12-05;
FAUX;Leonhard;Gmür;m;SG;CE;;Membre;Conservateurs;1867-06-02;1864-07-05;
VRAI;Alois;Gmür;m;SZ;CN;Groupe PDC;Membre;Parti démocrate-chrétien suisse;;2015-11-30;
VRAI;Andrea;Gmür-Schönenberger;f;LU;CN;Groupe PDC;Membre;Parti démocrate-chrétien suisse;;2015-11-30;
FAUX;Rudolf;Gnägi;m;BE;CF;;;Paysans, Artisans et Bourgeois;1979-12-31;1965-12-08;
FAUX;Rudolf;Gnägi;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1965-12-08;1953-09-14;
FAUX;Gottfried;Gnägi;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1939-02-24;1919-12-01;
FAUX;Albert;Gobat;m;BE;CE;;Membre;Parti radical-démocratique suisse;1890-12-01;1884-03-11;
FAUX;Albert;Gobat;m;BE;CN;;Membre;Parti radical-démocratique suisse;1914-03-16;1890-12-02;
FAUX;Norman;Gobbi;m;TI;CN;Groupe de l'Union démocratique du Centre;Membre;Lega dei Ticinesi;2011-04-14;2010-03-01;
FAUX;Alexis;Gobet;m;FR;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1995-12-03;1991-11-25;
FAUX;Maurice;Goetschel;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1921-11-19;1917-12-03;
FAUX;Paul;Golay;m;VD;CN;Groupe socialiste;Membre;Parti socialiste suisse;1942-06-01;1925-07-01;
FAUX;Roger;Golay;m;GE;CN;Non inscrit;Membre;Mouvement Citoyens Romand;2015-11-29;2013-12-02;
VRAI;Roger;Golay;m;GE;CN;Groupe de l'Union démocratique du Centre;Membre;Mouvement Citoyens Genevois;;2015-11-30;
FAUX;Roger;Golay;m;GE;CN;Groupe de l'Union démocratique du Centre;Membre;Mouvement Citoyens Romand;2015-11-29;2013-12-02;
FAUX;Donat L.;Golaz;m;VD;CE;;Membre;Parti radical-démocratique suisse;1900-07-14;1894-03-26;
FAUX;Donat L.;Golaz;m;VD;CN;;Membre;Parti radical-démocratique suisse;1885-04-02;1883-06-19;
FAUX;Christine;Goll;f;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;2011-12-04;2007-12-03;
FAUX;Christine;Goll;f;ZH;CN;Groupe socialiste;Membre;Frauen macht Politik!;1995-12-03;1991-11-25;
FAUX;Christine;Goll;f;ZH;CN;Groupe socialiste;Membre;Frauen macht Politik!;2003-11-30;1995-12-04;
FAUX;Christine;Goll;f;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;2007-12-02;2003-12-01;
FAUX;Ruth;Gonseth;f;BL;CN;Groupe écologiste;Membre;Parti écologiste suisse;2001-06-04;1995-12-04;
FAUX;Ruth;Gonseth;f;BL;CN;Groupe écologiste;Membre;Parti écologiste suisse;1995-12-03;1991-11-25;
FAUX;Karl Friedrich;Good;m;SG;CE;;Membre;Parti radical-démocratique suisse;1896-10-20;1886-06-08;
FAUX;Wilhelm;Good;m;SG;CN;;Membre;Conservateurs;1897-12-08;1878-12-03;
FAUX;Charles;Gorgerat;m;VD;CN;Groupe libéral-démocratique;Membre;Parti libéral suisse;1943-12-05;1931-12-01;
FAUX;Petra;Gössi;f;SZ;CN;Groupe libéral-radical;Membre;PLR.Les Libéraux-Radicaux;2015-11-29;2011-12-05;
VRAI;Petra;Gössi;f;SZ;CN;Groupe libéral-radical;Membre;PLR.Les Libéraux-Radicaux;;2015-11-30;
FAUX;Ulrich;Götsch;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1971-11-28;1963-12-02;
FAUX;Emil;Göttisheim;m;BS;CN;;Membre;Parti radical-démocratique suisse;1919-11-01;1905-12-04;
FAUX;Chr. Friedrich;Göttisheim;m;BS;CE;;Président(e);Parti radical-démocratique suisse;1896-07-13;1881-12-06;
FAUX;Chr. Friedrich;Göttisheim;m;BS;CE;;Membre;Parti radical-démocratique suisse;1896-07-13;1881-12-06;
FAUX;Chr. Friedrich;Göttisheim;m;BS;CE;;Membre;Parti radical-démocratique suisse;1896-07-13;1881-12-06;
FAUX;Vincent;Gottofrey;m;FR;CN;;Membre;Conservateurs;1906-12-01;1898-12-06;
FAUX;Fr.-Xavier;Gottofrey;m;VD;CE;;Membre;Conservateurs;1862-05-02;1862-01-14;
FAUX;Jules-Edouard;Gottret;m;GE;CN;Groupe conservateur-catholique;Membre;Conservateurs;1947-11-30;1920-04-19;
FAUX;Pierre;Graber;m;VD;CN;Groupe socialiste;Membre;Parti socialiste suisse;1969-12-10;1963-12-02;
FAUX;Jean-Pierre;Graber;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Ernest-Paul;Graber;m;NE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1943-12-05;1912-06-03;
VRAI;Konrad;Graber;m;LU;CE;Groupe PDC;Membre;Parti démocrate-chrétien suisse;;2015-11-30;
FAUX;Pierre;Graber;m;NE;CF;;;Parti socialiste suisse;1978-01-31;1969-12-10;
FAUX;Pierre;Graber;m;VD;CN;Groupe socialiste;Président(e);Parti socialiste suisse;1969-12-10;1963-12-02;
FAUX;Ernest-Paul;Graber;m;NE;CN;Groupe socialiste;Président(e);Parti socialiste suisse;1943-12-05;1912-06-03;
FAUX;Jean-Pierre;Graber;m;BE;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2015-11-29;2015-03-02;
FAUX;Rolf;Graber;m;NE;CN;Groupe libéral;Membre;Parti libéral suisse;1995-12-03;1993-09-20;
FAUX;Ernest-Paul;Graber;m;NE;CN;;Membre;Parti socialiste suisse;1943-12-05;1912-06-03;
FAUX;Konrad;Graber;m;LU;CE;Groupe PDC-PEV;Membre;Parti démocrate-chrétien suisse;2015-11-29;2011-12-05;
FAUX;Konrad;Graber;m;LU;CE;Groupe PDC/PEV/PVL;Membre;Parti démocrate-chrétien suisse;2011-12-04;2007-12-03;
FAUX;Pierre;Graber;m;VD;CN;Groupe socialiste;Membre;Parti socialiste suisse;1969-12-10;1963-12-02;
FAUX;Pierre;Graber;m;VD;CN;Groupe socialiste;Membre;Parti socialiste suisse;1962-06-01;1942-06-02;
FAUX;Adolphe;Graedel;m;NE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1963-12-01;1951-12-03;
FAUX;Maya;Graf;f;BL;CN;Groupe des Verts;Président(e);Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Hans-Ulrich;Graf;m;ZH;CN;Groupe de l'Union démocratique du Centre;Membre;;1991-11-24;1971-11-29;
FAUX;Maya;Graf;f;BL;CN;Groupe des Verts;Membre;Parti écologiste suisse;2007-12-02;2003-12-01;
VRAI;Maya;Graf;f;BL;CN;Groupe des Verts;Membre;Parti écologiste suisse;;2015-11-30;
FAUX;Ernst Otto;Graf;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1939-12-03;1919-12-01;
FAUX;Maya;Graf;f;BL;CN;Groupe des Verts;Membre;Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Emil;Graf;m;ZH;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1947-11-30;1939-12-04;
FAUX;Jakob B.;Graf;m;BL;CN;;Membre;Parti radical-démocratique suisse;1887-01-11;1872-12-03;
FAUX;Maya;Graf;f;BL;CN;Groupe écologiste;Membre;Parti écologiste suisse;2003-11-30;2001-06-05;
FAUX;Konrad;Graf;m;SH;CE;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1979-11-25;1963-12-02;
FAUX;Maya;Graf;f;BL;CN;Groupe des Verts;Membre;Parti écologiste suisse;2015-11-29;2011-12-05;
FAUX;Maya;Graf;f;BL;CN;Groupe des Verts;Membre;Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Jakob B.;Graf;m;BL;CN;Gauche;Membre;Parti radical-démocratique suisse;1866-12-03;1863-12-08;
FAUX;Hermann;Graf;m;TG;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1963-12-01;1959-03-02;
FAUX;Christian;Graf;m;AR;CN;Gauche;Membre;Parti radical-démocratique suisse;1878-12-02;1873-07-08;
FAUX;Edith;Graf-Litscher;f;TG;CN;Groupe socialiste;Membre;Parti socialiste suisse;2011-12-04;2007-12-03;
FAUX;Edith;Graf-Litscher;f;TG;CN;Groupe socialiste;Membre;Parti socialiste suisse;2007-12-02;2005-05-30;
VRAI;Edith;Graf-Litscher;f;TG;CN;Groupe socialiste;Membre;Parti socialiste suisse;;2015-11-30;
FAUX;Edith;Graf-Litscher;f;TG;CN;Groupe socialiste;Membre;Parti socialiste suisse;2015-11-29;2011-12-05;
FAUX;Louis;Grand;m;FR;CN;;Membre;Conservateurs;1902-11-30;1872-12-03;
FAUX;Eugène;Grand;m;FR;CN;Groupe conservateur-catholique;Membre;Conservateurs;1935-12-01;1930-06-03;
FAUX;Eugène;Grand;m;FR;CN;;Membre;Conservateurs;1928-12-02;1902-12-01;
FAUX;Jules;Grandjean;m;VD;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1967-12-03;1951-12-03;
FAUX;Henri;Grandjean;m;NE;CN;Gauche;Membre;Parti radical-démocratique suisse;1860-12-03;1857-12-08;
